reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2000,Imperial,1,Aggravated assault,31,27109,1.14
2000,Imperial,2,Forcible rape,3,27109,0.11
2000,Imperial,4,Robbery,31,27109,1.14
2000,Imperial,5,Violent crime total,65,27109,0.6
2000,Kern,1,Aggravated assault,35,8385,4.17
2000,Kern,2,Forcible rape,1,8385,0.12
2000,Kern,4,Robbery,7,8385,0.83
2000,Kern,5,Violent crime total,43,8385,1.28
2000,Riverside,1,Aggravated assault,17,7139,2.38
2000,Riverside,2,Forcible rape,1,7139,0.14
2000,Riverside,4,Robbery,5,7139,0.7
2000,Riverside,5,Violent crime total,23,7139,0.81
2000,Imperial,1,Aggravated assault,18,7289,2.47
2000,Imperial,3,Murder and non-negligent manslaughter,1,7289,0.14
2000,Imperial,4,Robbery,2,7289,0.27
2000,Imperial,5,Violent crime total,21,7289,0.72
2000,Napa,1,Aggravated assault,8,5190,1.54
2000,Napa,4,Robbery,1,5190,0.19
2000,Napa,5,Violent crime total,9,5190,0.43
2000,Ventura,1,Aggravated assault,53,57077,0.93
2000,Ventura,2,Forcible rape,11,57077,0.19
2000,Ventura,4,Robbery,20,57077,0.35
2000,Ventura,5,Violent crime total,84,57077,0.37
2000,Santa Clara,1,Aggravated assault,68,38138,1.78
2000,Santa Clara,2,Forcible rape,8,38138,0.21
2000,Santa Clara,4,Robbery,20,38138,0.52
2000,Santa Clara,5,Violent crime total,96,38138,0.63
2000,Riverside,1,Aggravated assault,22,9952,2.21
2000,Riverside,2,Forcible rape,2,9952,0.2
2000,Riverside,4,Robbery,2,9952,0.2
2000,Riverside,5,Violent crime total,26,9952,0.65
2000,Santa Cruz,1,Aggravated assault,49,10033,4.88
2000,Santa Cruz,2,Forcible rape,2,10033,0.2
2000,Santa Cruz,4,Robbery,11,10033,1.1
2000,Santa Cruz,5,Violent crime total,62,10033,1.54
2000,San Diego,1,Aggravated assault,129,78247,1.65
2000,San Diego,2,Forcible rape,5,78247,0.06
2000,San Diego,3,Murder and non-negligent manslaughter,1,78247,0.01
2000,San Diego,4,Robbery,44,78247,0.56
2000,San Diego,5,Violent crime total,179,78247,0.57
2000,Monterey,1,Aggravated assault,3,4081,0.74
2000,Monterey,2,Forcible rape,1,4081,0.25
2000,Monterey,4,Robbery,4,4081,0.98
2000,Monterey,5,Violent crime total,8,4081,0.49
2000,Santa Barbara,1,Aggravated assault,22,14194,1.55
2000,Santa Barbara,2,Forcible rape,5,14194,0.35
2000,Santa Barbara,3,Murder and non-negligent manslaughter,1,14194,0.07
2000,Santa Barbara,4,Robbery,5,14194,0.35
2000,Santa Barbara,5,Violent crime total,33,14194,0.58
2000,Los Angeles,1,Aggravated assault,616,89730,6.87
2000,Los Angeles,2,Forcible rape,22,89730,0.25
2000,Los Angeles,3,Murder and non-negligent manslaughter,17,89730,0.19
2000,Los Angeles,4,Robbery,179,89730,1.99
2000,Los Angeles,5,Violent crime total,834,89730,2.32
2000,Riverside,1,Aggravated assault,208,42647,4.88
2000,Riverside,2,Forcible rape,6,42647,0.14
2000,Riverside,3,Murder and non-negligent manslaughter,2,42647,0.05
2000,Riverside,4,Robbery,50,42647,1.17
2000,Riverside,5,Violent crime total,266,42647,1.56
2000,Stanislaus,1,Aggravated assault,141,34609,4.07
2000,Stanislaus,2,Forcible rape,10,34609,0.29
2000,Stanislaus,4,Robbery,28,34609,0.81
2000,Stanislaus,5,Violent crime total,179,34609,1.29
2000,Los Angeles,1,Aggravated assault,76,51488,1.48
2000,Los Angeles,2,Forcible rape,6,51488,0.12
2000,Los Angeles,3,Murder and non-negligent manslaughter,2,51488,0.04
2000,Los Angeles,4,Robbery,119,51488,2.31
2000,Los Angeles,5,Violent crime total,203,51488,0.98
2000,Butte,1,Aggravated assault,94,59954,1.57
2000,Butte,2,Forcible rape,35,59954,0.58
2000,Butte,3,Murder and non-negligent manslaughter,1,59954,0.02
2000,Butte,4,Robbery,62,59954,1.03
2000,Butte,5,Violent crime total,192,59954,0.8
2000,San Bernardino,1,Aggravated assault,177,67168,2.64
2000,San Bernardino,2,Forcible rape,13,67168,0.19
2000,San Bernardino,4,Robbery,69,67168,1.03
2000,San Bernardino,5,Violent crime total,259,67168,0.96
2000,San Bernardino,1,Aggravated assault,46,66787,0.69
2000,San Bernardino,2,Forcible rape,3,66787,0.04
2000,San Bernardino,3,Murder and non-negligent manslaughter,2,66787,0.03
2000,San Bernardino,4,Robbery,28,66787,0.42
2000,San Bernardino,5,Violent crime total,79,66787,0.29
2000,Madera,1,Aggravated assault,30,11127,2.7
2000,Madera,2,Forcible rape,4,11127,0.36
2000,Madera,4,Robbery,5,11127,0.45
2000,Madera,5,Violent crime total,39,11127,0.88
2000,San Diego,1,Aggravated assault,534,173556,3.08
2000,San Diego,2,Forcible rape,48,173556,0.28
2000,San Diego,3,Murder and non-negligent manslaughter,3,173556,0.02
2000,San Diego,4,Robbery,261,173556,1.5
2000,San Diego,5,Violent crime total,846,173556,1.22
2000,Los Angeles,1,Aggravated assault,28,33998,0.82
2000,Los Angeles,2,Forcible rape,4,33998,0.12
2000,Los Angeles,4,Robbery,32,33998,0.94
2000,Los Angeles,5,Violent crime total,64,33998,0.47
2000,Contra Costa,1,Aggravated assault,1,10762,0.09
2000,Contra Costa,4,Robbery,1,10762,0.09
2000,Contra Costa,5,Violent crime total,2,10762,0.05
2000,Lake,1,Aggravated assault,68,13142,5.17
2000,Lake,2,Forcible rape,8,13142,0.61
2000,Lake,4,Robbery,18,13142,1.37
2000,Lake,5,Violent crime total,94,13142,1.79
2000,Sonoma,1,Aggravated assault,21,6831,3.07
2000,Sonoma,2,Forcible rape,3,6831,0.44
2000,Sonoma,3,Murder and non-negligent manslaughter,1,6831,0.15
2000,Sonoma,4,Robbery,3,6831,0.44
2000,Sonoma,5,Violent crime total,28,6831,1.02
2000,Fresno,1,Aggravated assault,48,68468,0.7
2000,Fresno,2,Forcible rape,21,68468,0.31
2000,Fresno,4,Robbery,27,68468,0.39
2000,Fresno,5,Violent crime total,96,68468,0.35
2000,Riverside,1,Aggravated assault,171,22724,7.53
2000,Riverside,2,Forcible rape,5,22724,0.22
2000,Riverside,3,Murder and non-negligent manslaughter,4,22724,0.18
2000,Riverside,4,Robbery,33,22724,1.45
2000,Riverside,5,Violent crime total,213,22724,2.34
2000,Fresno,1,Aggravated assault,24,11668,2.06
2000,Fresno,2,Forcible rape,5,11668,0.43
2000,Fresno,4,Robbery,8,11668,0.69
2000,Fresno,5,Violent crime total,37,11668,0.79
2000,San Mateo,1,Aggravated assault,11,1191,9.24
2000,San Mateo,4,Robbery,8,1191,6.72
2000,San Mateo,5,Violent crime total,19,1191,3.99
2000,San Bernardino,1,Aggravated assault,109,47662,2.29
2000,San Bernardino,2,Forcible rape,18,47662,0.38
2000,San Bernardino,3,Murder and non-negligent manslaughter,6,47662,0.13
2000,San Bernardino,4,Robbery,74,47662,1.55
2000,San Bernardino,5,Violent crime total,207,47662,1.08
2000,Colusa,1,Aggravated assault,12,5402,2.22
2000,Colusa,2,Forcible rape,1,5402,0.19
2000,Colusa,3,Murder and non-negligent manslaughter,2,5402,0.37
2000,Colusa,5,Violent crime total,15,5402,0.69
2000,Los Angeles,1,Aggravated assault,88,12568,7.0
2000,Los Angeles,2,Forcible rape,4,12568,0.32
2000,Los Angeles,3,Murder and non-negligent manslaughter,2,12568,0.16
2000,Los Angeles,4,Robbery,64,12568,5.09
2000,Los Angeles,5,Violent crime total,158,12568,3.14
2000,Los Angeles,1,Aggravated assault,898,93493,9.6
2000,Los Angeles,2,Forcible rape,38,93493,0.41
2000,Los Angeles,3,Murder and non-negligent manslaughter,45,93493,0.48
2000,Los Angeles,4,Robbery,544,93493,5.82
2000,Los Angeles,5,Violent crime total,1525,93493,4.08
2000,Contra Costa,1,Aggravated assault,316,121780,2.59
2000,Contra Costa,2,Forcible rape,33,121780,0.27
2000,Contra Costa,3,Murder and non-negligent manslaughter,4,121780,0.03
2000,Contra Costa,4,Robbery,119,121780,0.98
2000,Contra Costa,5,Violent crime total,472,121780,0.97
2000,Kings,1,Aggravated assault,29,14458,2.01
2000,Kings,2,Forcible rape,3,14458,0.21
2000,Kings,4,Robbery,4,14458,0.28
2000,Kings,5,Violent crime total,36,14458,0.62
2000,Tehama,1,Aggravated assault,42,6741,6.23
2000,Tehama,2,Forcible rape,2,6741,0.3
2000,Tehama,4,Robbery,4,6741,0.59
2000,Tehama,5,Violent crime total,48,6741,1.78
2000,Riverside,1,Aggravated assault,162,124966,1.3
2000,Riverside,2,Forcible rape,35,124966,0.28
2000,Riverside,3,Murder and non-negligent manslaughter,6,124966,0.05
2000,Riverside,4,Robbery,123,124966,0.98
2000,Riverside,5,Violent crime total,326,124966,0.65
2000,San Diego,1,Aggravated assault,17,24100,0.71
2000,San Diego,2,Forcible rape,3,24100,0.12
2000,San Diego,4,Robbery,3,24100,0.12
2000,San Diego,5,Violent crime total,23,24100,0.24
2000,Orange,1,Aggravated assault,179,108724,1.65
2000,Orange,2,Forcible rape,22,108724,0.2
2000,Orange,3,Murder and non-negligent manslaughter,2,108724,0.02
2000,Orange,4,Robbery,72,108724,0.66
2000,Orange,5,Violent crime total,275,108724,0.63
2000,Sonoma,1,Aggravated assault,11,6471,1.7
2000,Sonoma,2,Forcible rape,8,6471,1.24
2000,Sonoma,3,Murder and non-negligent manslaughter,1,6471,0.15
2000,Sonoma,4,Robbery,5,6471,0.77
2000,Sonoma,5,Violent crime total,25,6471,0.96
2000,Los Angeles,1,Aggravated assault,160,46837,3.42
2000,Los Angeles,2,Forcible rape,6,46837,0.13
2000,Los Angeles,4,Robbery,104,46837,2.22
2000,Los Angeles,5,Violent crime total,270,46837,1.44
2000,Del Norte,1,Aggravated assault,5,4028,1.24
2000,Del Norte,3,Murder and non-negligent manslaughter,1,4028,0.25
2000,Del Norte,4,Robbery,9,4028,2.23
2000,Del Norte,5,Violent crime total,15,4028,0.93
2000,Los Angeles,1,Aggravated assault,130,24208,5.37
2000,Los Angeles,2,Forcible rape,5,24208,0.21
2000,Los Angeles,3,Murder and non-negligent manslaughter,4,24208,0.17
2000,Los Angeles,4,Robbery,39,24208,1.61
2000,Los Angeles,5,Violent crime total,178,24208,1.84
2000,Los Angeles,1,Aggravated assault,44,38816,1.13
2000,Los Angeles,2,Forcible rape,3,38816,0.08
2000,Los Angeles,3,Murder and non-negligent manslaughter,3,38816,0.08
2000,Los Angeles,4,Robbery,114,38816,2.94
2000,Los Angeles,5,Violent crime total,164,38816,1.06
2000,Santa Clara,1,Aggravated assault,65,50546,1.29
2000,Santa Clara,2,Forcible rape,14,50546,0.28
2000,Santa Clara,3,Murder and non-negligent manslaughter,1,50546,0.02
2000,Santa Clara,4,Robbery,24,50546,0.47
2000,Santa Clara,5,Violent crime total,104,50546,0.52
2000,Orange,1,Aggravated assault,69,46229,1.49
2000,Orange,2,Forcible rape,9,46229,0.19
2000,Orange,4,Robbery,30,46229,0.65
2000,Orange,5,Violent crime total,108,46229,0.58
2000,San Mateo,1,Aggravated assault,188,103621,1.81
2000,San Mateo,2,Forcible rape,24,103621,0.23
2000,San Mateo,3,Murder and non-negligent manslaughter,1,103621,0.01
2000,San Mateo,4,Robbery,115,103621,1.11
2000,San Mateo,5,Violent crime total,328,103621,0.79
2000,Orange,1,Aggravated assault,45,35110,1.28
2000,Orange,2,Forcible rape,7,35110,0.2
2000,Orange,4,Robbery,17,35110,0.48
2000,Orange,5,Violent crime total,69,35110,0.49
2000,Contra Costa,1,Aggravated assault,32,41715,0.77
2000,Contra Costa,2,Forcible rape,5,41715,0.12
2000,Contra Costa,4,Robbery,9,41715,0.22
2000,Contra Costa,5,Violent crime total,46,41715,0.28
2000,Yolo,1,Aggravated assault,220,60308,3.65
2000,Yolo,2,Forcible rape,15,60308,0.25
2000,Yolo,3,Murder and non-negligent manslaughter,1,60308,0.02
2000,Yolo,4,Robbery,18,60308,0.3
2000,Yolo,5,Violent crime total,254,60308,1.05
2000,Kern,1,Aggravated assault,49,38824,1.26
2000,Kern,2,Forcible rape,9,38824,0.23
2000,Kern,3,Murder and non-negligent manslaughter,2,38824,0.05
2000,Kern,4,Robbery,35,38824,0.9
2000,Kern,5,Violent crime total,95,38824,0.61
2000,San Diego,1,Aggravated assault,13,4389,2.96
2000,San Diego,2,Forcible rape,2,4389,0.46
2000,San Diego,4,Robbery,4,4389,0.91
2000,San Diego,5,Violent crime total,19,4389,1.08
2000,Monterey,4,Robbery,1,1650,0.61
2000,Monterey,5,Violent crime total,1,1650,0.15
2000,Riverside,1,Aggravated assault,182,16582,10.98
2000,Riverside,2,Forcible rape,26,16582,1.57
2000,Riverside,3,Murder and non-negligent manslaughter,1,16582,0.06
2000,Riverside,4,Robbery,45,16582,2.71
2000,Riverside,5,Violent crime total,254,16582,3.83
2000,Los Angeles,1,Aggravated assault,82,56287,1.46
2000,Los Angeles,2,Forcible rape,4,56287,0.07
2000,Los Angeles,4,Robbery,32,56287,0.57
2000,Los Angeles,5,Violent crime total,118,56287,0.53
2000,Tulare,1,Aggravated assault,123,16844,7.3
2000,Tulare,2,Forcible rape,3,16844,0.18
2000,Tulare,4,Robbery,27,16844,1.6
2000,Tulare,5,Violent crime total,153,16844,2.27
2000,Solano,1,Aggravated assault,52,16103,3.23
2000,Solano,2,Forcible rape,2,16103,0.12
2000,Solano,4,Robbery,10,16103,0.62
2000,Solano,5,Violent crime total,64,16103,0.99
2000,Siskiyou,1,Aggravated assault,1,886,1.13
2000,Siskiyou,5,Violent crime total,1,886,0.28
2000,Merced,1,Aggravated assault,84,4581,18.34
2000,Merced,2,Forcible rape,2,4581,0.44
2000,Merced,4,Robbery,1,4581,0.22
2000,Merced,5,Violent crime total,87,4581,4.75
2000,Los Angeles,1,Aggravated assault,148,107323,1.38
2000,Los Angeles,2,Forcible rape,11,107323,0.1
2000,Los Angeles,3,Murder and non-negligent manslaughter,4,107323,0.04
2000,Los Angeles,4,Robbery,177,107323,1.65
2000,Los Angeles,5,Violent crime total,340,107323,0.79
2000,Los Angeles,1,Aggravated assault,69,21486,3.21
2000,Los Angeles,2,Forcible rape,8,21486,0.37
2000,Los Angeles,4,Robbery,31,21486,1.44
2000,Los Angeles,5,Violent crime total,108,21486,1.26
2000,Alameda,1,Aggravated assault,81,29973,2.7
2000,Alameda,2,Forcible rape,3,29973,0.1
2000,Alameda,3,Murder and non-negligent manslaughter,1,29973,0.03
2000,Alameda,4,Robbery,8,29973,0.27
2000,Alameda,5,Violent crime total,93,29973,0.78
2000,Siskiyou,1,Aggravated assault,2,1923,1.04
2000,Siskiyou,2,Forcible rape,1,1923,0.52
2000,Siskiyou,5,Violent crime total,3,1923,0.39
2000,San Mateo,1,Aggravated assault,157,29506,5.32
2000,San Mateo,2,Forcible rape,25,29506,0.85
2000,San Mateo,3,Murder and non-negligent manslaughter,6,29506,0.2
2000,San Mateo,4,Robbery,99,29506,3.36
2000,San Mateo,5,Violent crime total,287,29506,2.43
2000,San Diego,1,Aggravated assault,456,94869,4.81
2000,San Diego,2,Forcible rape,43,94869,0.45
2000,San Diego,3,Murder and non-negligent manslaughter,2,94869,0.02
2000,San Diego,4,Robbery,125,94869,1.32
2000,San Diego,5,Violent crime total,626,94869,1.65
2000,Imperial,1,Aggravated assault,303,37835,8.01
2000,Imperial,2,Forcible rape,4,37835,0.11
2000,Imperial,3,Murder and non-negligent manslaughter,1,37835,0.03
2000,Imperial,4,Robbery,50,37835,1.32
2000,Imperial,5,Violent crime total,358,37835,2.37
2000,Contra Costa,1,Aggravated assault,38,23171,1.64
2000,Contra Costa,2,Forcible rape,5,23171,0.22
2000,Contra Costa,4,Robbery,75,23171,3.24
2000,Contra Costa,5,Violent crime total,118,23171,1.27
2000,Los Angeles,1,Aggravated assault,701,115965,6.04
2000,Los Angeles,2,Forcible rape,32,115965,0.28
2000,Los Angeles,3,Murder and non-negligent manslaughter,6,115965,0.05
2000,Los Angeles,4,Robbery,331,115965,2.85
2000,Los Angeles,5,Violent crime total,1070,115965,2.31
2000,San Luis Obispo,1,Aggravated assault,46,24297,1.89
2000,San Luis Obispo,2,Forcible rape,1,24297,0.04
2000,San Luis Obispo,3,Murder and non-negligent manslaughter,1,24297,0.04
2000,San Luis Obispo,4,Robbery,10,24297,0.41
2000,San Luis Obispo,5,Violent crime total,58,24297,0.6
2000,Los Angeles,1,Aggravated assault,21,16033,1.31
2000,Los Angeles,2,Forcible rape,4,16033,0.25
2000,Los Angeles,3,Murder and non-negligent manslaughter,1,16033,0.06
2000,Los Angeles,4,Robbery,19,16033,1.19
2000,Los Angeles,5,Violent crime total,45,16033,0.7
2000,Alameda,1,Aggravated assault,46,6882,6.68
2000,Alameda,2,Forcible rape,2,6882,0.29
2000,Alameda,4,Robbery,55,6882,7.99
2000,Alameda,5,Violent crime total,103,6882,3.74
2000,San Diego,1,Aggravated assault,136,58014,2.34
2000,San Diego,2,Forcible rape,7,58014,0.12
2000,San Diego,4,Robbery,31,58014,0.53
2000,San Diego,5,Violent crime total,174,58014,0.75
2000,San Joaquin,1,Aggravated assault,32,5963,5.37
2000,San Joaquin,2,Forcible rape,2,5963,0.34
2000,San Joaquin,4,Robbery,2,5963,0.34
2000,San Joaquin,5,Violent crime total,36,5963,1.51
2000,San Diego,1,Aggravated assault,485,133559,3.63
2000,San Diego,2,Forcible rape,35,133559,0.26
2000,San Diego,3,Murder and non-negligent manslaughter,5,133559,0.04
2000,San Diego,4,Robbery,144,133559,1.08
2000,San Diego,5,Violent crime total,669,133559,1.25
2000,Humboldt,1,Aggravated assault,74,26128,2.83
2000,Humboldt,2,Forcible rape,26,26128,1.0
2000,Humboldt,3,Murder and non-negligent manslaughter,1,26128,0.04
2000,Humboldt,4,Robbery,45,26128,1.72
2000,Humboldt,5,Violent crime total,146,26128,1.4
2000,Tulare,1,Aggravated assault,58,9168,6.33
2000,Tulare,2,Forcible rape,2,9168,0.22
2000,Tulare,4,Robbery,5,9168,0.55
2000,Tulare,5,Violent crime total,65,9168,1.77
2000,Marin,1,Aggravated assault,13,7319,1.78
2000,Marin,4,Robbery,4,7319,0.55
2000,Marin,5,Violent crime total,17,7319,0.58
2000,Solano,1,Aggravated assault,355,96178,3.69
2000,Solano,2,Forcible rape,32,96178,0.33
2000,Solano,3,Murder and non-negligent manslaughter,3,96178,0.03
2000,Solano,4,Robbery,151,96178,1.57
2000,Solano,5,Violent crime total,541,96178,1.41
2000,Tulare,1,Aggravated assault,73,8737,8.36
2000,Tulare,2,Forcible rape,2,8737,0.23
2000,Tulare,4,Robbery,8,8737,0.92
2000,Tulare,5,Violent crime total,83,8737,2.38
2000,Humboldt,1,Aggravated assault,4,1382,2.89
2000,Humboldt,5,Violent crime total,4,1382,0.72
2000,Ventura,1,Aggravated assault,49,13643,3.59
2000,Ventura,2,Forcible rape,4,13643,0.29
2000,Ventura,4,Robbery,7,13643,0.51
2000,Ventura,5,Violent crime total,60,13643,1.1
2000,Fresno,1,Aggravated assault,26,5743,4.53
2000,Fresno,2,Forcible rape,1,5743,0.17
2000,Fresno,4,Robbery,1,5743,0.17
2000,Fresno,5,Violent crime total,28,5743,1.22
2000,Sacramento,1,Aggravated assault,35,51884,0.67
2000,Sacramento,2,Forcible rape,14,51884,0.27
2000,Sacramento,4,Robbery,15,51884,0.29
2000,Sacramento,5,Violent crime total,64,51884,0.31
2000,San Bernardino,1,Aggravated assault,571,128929,4.43
2000,San Bernardino,2,Forcible rape,52,128929,0.4
2000,San Bernardino,3,Murder and non-negligent manslaughter,13,128929,0.1
2000,San Bernardino,4,Robbery,263,128929,2.04
2000,San Bernardino,5,Violent crime total,899,128929,1.74
2000,Mendocino,1,Aggravated assault,24,7026,3.42
2000,Mendocino,2,Forcible rape,2,7026,0.28
2000,Mendocino,3,Murder and non-negligent manslaughter,1,7026,0.14
2000,Mendocino,4,Robbery,2,7026,0.28
2000,Mendocino,5,Violent crime total,29,7026,1.03
2000,Humboldt,1,Aggravated assault,15,10497,1.43
2000,Humboldt,2,Forcible rape,5,10497,0.48
2000,Humboldt,4,Robbery,5,10497,0.48
2000,Humboldt,5,Violent crime total,25,10497,0.59
2000,San Mateo,1,Aggravated assault,10,28803,0.35
2000,San Mateo,2,Forcible rape,2,28803,0.07
2000,San Mateo,4,Robbery,14,28803,0.49
2000,San Mateo,5,Violent crime total,26,28803,0.23
2000,Orange,1,Aggravated assault,88,54978,1.6
2000,Orange,2,Forcible rape,6,54978,0.11
2000,Orange,3,Murder and non-negligent manslaughter,1,54978,0.02
2000,Orange,4,Robbery,51,54978,0.93
2000,Orange,5,Violent crime total,146,54978,0.67
2000,Fresno,1,Aggravated assault,21,3979,5.28
2000,Fresno,4,Robbery,2,3979,0.5
2000,Fresno,5,Violent crime total,23,3979,1.45
2000,Alameda,1,Aggravated assault,249,203413,1.22
2000,Alameda,2,Forcible rape,27,203413,0.13
2000,Alameda,3,Murder and non-negligent manslaughter,3,203413,0.01
2000,Alameda,4,Robbery,108,203413,0.53
2000,Alameda,5,Violent crime total,387,203413,0.47
2000,Fresno,1,Aggravated assault,2354,427652,5.5
2000,Fresno,2,Forcible rape,161,427652,0.38
2000,Fresno,3,Murder and non-negligent manslaughter,24,427652,0.06
2000,Fresno,4,Robbery,1304,427652,3.05
2000,Fresno,5,Violent crime total,3843,427652,2.25
2000,Orange,1,Aggravated assault,163,126003,1.29
2000,Orange,2,Forcible rape,20,126003,0.16
2000,Orange,3,Murder and non-negligent manslaughter,3,126003,0.02
2000,Orange,4,Robbery,126,126003,1.0
2000,Orange,5,Violent crime total,312,126003,0.62
2000,Sacramento,1,Aggravated assault,46,19472,2.36
2000,Sacramento,2,Forcible rape,4,19472,0.21
2000,Sacramento,3,Murder and non-negligent manslaughter,1,19472,0.05
2000,Sacramento,4,Robbery,7,19472,0.36
2000,Sacramento,5,Violent crime total,58,19472,0.74
2000,Los Angeles,1,Aggravated assault,268,57746,4.64
2000,Los Angeles,2,Forcible rape,14,57746,0.24
2000,Los Angeles,3,Murder and non-negligent manslaughter,3,57746,0.05
2000,Los Angeles,4,Robbery,376,57746,6.51
2000,Los Angeles,5,Violent crime total,661,57746,2.86
2000,Orange,1,Aggravated assault,422,165196,2.55
2000,Orange,2,Forcible rape,45,165196,0.27
2000,Orange,3,Murder and non-negligent manslaughter,4,165196,0.02
2000,Orange,4,Robbery,255,165196,1.54
2000,Orange,5,Violent crime total,726,165196,1.1
2000,Santa Clara,1,Aggravated assault,244,41464,5.88
2000,Santa Clara,2,Forcible rape,18,41464,0.43
2000,Santa Clara,3,Murder and non-negligent manslaughter,6,41464,0.14
2000,Santa Clara,4,Robbery,36,41464,0.87
2000,Santa Clara,5,Violent crime total,304,41464,1.83
